State,City,County,Ownership,Use,LocationID,SiteNumber,ARPLatitude,ARPLongitude
AK,GRANITE MOUNTAIN,NOME,PU,PR,GSZ,50280.2*A,65-24-07.6800N,161-16-53.3100W
AK,GRAYLING,KUSKOKWIM,PU,PU,KGX,50280.69*A,62-53-31.5000N,160-03-59.0000W
AK,GULKANA,VALDEZ-CHITNA-WHITIE,PU,PU,GKN,50281.*A,62-09-17.8000N,145-27-15.6000W
AK,GULKANA,VALDEZ-CORDOVA,PR,PR,8AK1,50281.01*A,62-16-49.0200N,145-21-45.9600W
AK,GUSTAVUS,SKAGWAY-YAKUTAT,PU,PU,GST,50284.*A,58-25-31.0000N,135-42-26.7000W
AK,HAINES,HAINES,PR,PR,18AA,50296.01*A,59-18-47.6000N,135-43-23.6000W
AK,HAINES,HAINES,PU,PU,3Z9,50296.1*C,59-14-05.8240N,135-26-26.5850W
AK,HAINES,HAINES,PU,PU,HNS,50296.*A,59-14-37.7850N,135-31-24.7350W
AK,HANNUM CREEK,KOBUK,PR,PR,AK74,50300.1*A,65-54-17.4890N,163-19-44.7330W
AK,HAWK INLET,SKAGWAY-YAKUTAT,PR,PR,HWI,50303.*C,58-07-38.7890N,134-45-21.4310W
AK,HEALY,YUKON-KOYUKUK,PR,PR,7AK7,50308.01*H,63-44-18.3550N,148-52-54.2990W
AK,HEALY,YUKON-KOYUKUK,PU,PU,HRR,50308.*A,63-52-03.3000N,148-58-07.8000W
AK,HERENDEEN BAY,ALEUTIAN ISLANDS,PR,PR,AK33,50310.15*A,55-48-05.0220N,160-53-57.3160W
AK,HINCHINBROOK,CORDOVA-MCCARTHY,PU,PR,2AK5,50310.4*A,60-28-54.0300N,146-35-03.3090W
AK,HOGATZA,YUKON-KOYUKUK,PR,PR,2AK6,50312.5*A,66-10-34.0800N,155-41-05.3400W
AK,HOLLIS,PRINCE OF WALES,PU,PU,HYL,50317.3*C,55-29-25.5000N,132-37-24.8000W
AK,HOLY CROSS,KUSKOKWIM,PU,PU,HCA,50318.*A,62-11-18.0000N,159-46-29.7000W
AK,HOMER,KENAI PENINSULA,PR,PR,46AK,50320.2*A,59-44-17.8400N,151-01-47.6190W
AK,HOMER,KENAI-COOK INLET,PR,PR,2AK4,50320.14*A,59-28-12.0000N,151-30-45.0000W
AK,HOMER,KENAI PENINSULA,PR,PR,0AK7,50320.21*A,59-46-33.8500N,150-57-30.6500W
AK,HOMER,KENAI-COOK INLET,PR,PR,AK18,50320.13*A,59-49-42.7770N,153-04-50.9690W
AK,HOMER,KENAI-COOK INLET,PR,PR,98AK,50320.15*A,59-46-33.0300N,151-10-53.8700W
AK,HOMER,KENAI-COOK INLET,PR,PR,AK17,50320.12*A,59-45-48.8330N,151-13-23.6710W
AK,HOMER,KENAI-COOK INLET,PU,PU,HOM,50320.*A,59-38-44.0000N,151-28-35.7000W
AK,HOMER,KENAI-COOK INLET,PU,PU,5BL,50320.1*C,59-38-40.8020N,151-30-07.6530W
AK,HOMER,KENAI PENINSULA,PR,PR,4AA4,50320.16*H,59-39-08.1400N,151-33-00.0000W
AK,HOONAH,SKAGWAY-YAKUTAT,PU,PU,OOH,50321.*C,58-06-43.7740N,135-27-06.4980W
AK,HOONAH,JUNEAU,PU,PU,HNH,50321.01*A,58-05-45.9290N,135-24-34.9110W
AK,HOOPER BAY,WADE HAMPTON,PU,PU,HPB,50322.*A,61-31-25.9000N,166-08-47.9000W
AK,HOPE,SEWARD,PU,PU,5HO,50324.*A,60-54-14.9410N,149-37-25.8200W
AK,HORSFELD,FAIRBANKS NORTH STAR,PU,PU,4Z5,50324.6*A,62-00-25.8250N,141-10-52.6620W
AK,HOUSTON,MATANUSKA-SUSITNA,PR,PR,AK89,50325.02*A,61-39-22.7100N,149-53-12.2000W
AK,HOUSTON,MATANUSKA-SUSITNA,PR,PR,AA33,50325.03*A,61-36-14.9400N,149-46-12.4300W
AK,HOUSTON,MATANUSKA-SUSITNA,PR,PR,80AK,50325.05*C,61-36-07.0900N,149-47-03.0500W
AK,HOUSTON,MATANUSKA-SUSITNA,PR,PR,AK29,50325.01*A,61-36-45.3600N,149-51-08.2100W
AK,HOUSTON,MATANUSKA-SUSITNA,PR,PR,13AK,50325.*A,61-39-16.9200N,149-54-00.0000W
AK,HOUSTON,MATANUSKA-SUSITNA,PR,PR,AA30,50325.04*A,61-38-53.4800N,149-52-14.9900W
AK,HUGHES,YUKON-KOYUKUK,PU,PU,HUS,50328.*A,66-02-20.7000N,154-15-52.9000W
AK,HUSLIA,YUKON-KOYUKUK,PU,PU,HLA,50330.1*A,65-41-52.3000N,156-21-05.0000W
AK,HYDABURG,PRINCE OF WALES,PU,PU,HYG,50335.*C,55-12-22.7380N,132-49-41.9270W
AK,HYDER,KETCHIKAN GATEWAY,PU,PU,4Z7,50336.*C,55-54-11.9510N,130-00-24.1310W
AK,ICY BAY,SKAGWAY-YAKUTAT,PU,PR,19AK,50336.6*A,59-58-08.4680N,141-39-42.3730W
AK,ICY CAPE,BARROW,PU,PR,2AK8,50337.*A,70-17-32.9610N,161-54-12.0030W
AK,IGIUGIG,BRISTOL BAY,PU,PU,IGG,50338.*A,59-19-26.5500N,155-54-06.3820W
AK,ILIAMNA,BRISTOL BAY,PU,PU,ILI,50340.*A,59-45-20.0812N,154-55-03.9081W
AK,INDEPENDENCE CREEK,KOBUK,PR,PR,2AK9,50340.8*A,65-40-24.5180N,162-27-50.6260W
AK,IVANOF BAY,LAKE AND PENINSULA,PU,PU,KIB,50353.*C,55-53-51.1200N,159-29-19.2080W
AK,JAKOLOF BAY,KENAI-COOK INLET,PU,PU,4Z9,50360.*A,59-27-07.7780N,151-31-20.5720W
AK,JENSENS,BRISTOL BAY,PR,PR,AK60,50363.*A,57-53-06.3590N,157-05-48.5530W
AK,JUNEAU,JUNEAU,PR,PR,AK94,50385.01*H,58-23-26.8100N,134-46-36.4800W
AK,JUNEAU,JUNEAU,PU,PR,AA44,50385.02*H,58-19-43.6900N,134-27-36.3000W
AK,JUNEAU,JUNEAU,PU,PU,5Z1,50385.05*C,58-17-56.0000N,134-24-28.0000W
AK,JUNEAU,JUNEAU,PU,PU,JNU,50385.*A,58-21-17.0650N,134-34-28.8600W
AK,JUNEAU,JUNEAU,PR,PR,18AK,50385.2*H,58-19-55.8250N,134-29-49.3920W
AK,JUNEAU,ALEUTIAN ISLANDS,PR,PR,73AK,50385.06*H,58-35-30.0000N,134-54-00.0000W
AK,KAKE,WRANGELL-PETERSBURG,PU,PU,KAE,50393.*C,56-58-22.7870N,133-56-44.2130W
AK,KAKE,WRANGELL-PETERSBURG,PU,PU,AFE,50393.01*A,56-57-40.9050N,133-54-36.9400W
AK,KAKTOVIK,NORTH SLOPE,PR,PR,8AK7,50395.*A,70-10-22.0000N,146-50-10.0000W
AK,KALAKAKET CREEK,YUKON-KOYUKUK,MA,PR,1KC,50395.01*A,64-25-28.0100N,156-50-36.0200W
AK,KALSKAG,KUSKOKWIM,PU,PU,KLG,50397.*A,61-32-10.5860N,160-20-28.7900W
AK,KALTAG,YUKON-KOYUKUK,PU,PU,KAL,50398.*A,64-19-08.3280N,158-44-28.7010W
AK,KANAKANAK,BRISTOL BAY,PU,PU,5Z4,50398.7*H,59-00-06.3100N,158-31-56.8720W
AK,KANTISHNA,YUKON-KOYUKUK,PU,PU,5Z5,50399.*A,63-32-30.1730N,150-59-38.2370W
AK,KANTISHNA,YUKON-KOYUKUK,PU,PU,Z90,50399.1*A,63-44-55.2410N,150-19-46.2730W
AK,KARLUK,KODIAK ISLAND,PU,PU,KYK,50399.7*A,57-33-57.8000N,154-27-13.7000W
AK,KARLUK LAKE,KODIAK ISLAND,PU,PU,KKL,50399.71*C,57-22-01.3290N,154-01-39.3280W
AK,KASAAN,PRINCE OF WALES,PU,PU,KXA,50400.*C,55-32-14.6900N,132-23-51.0520W
AK,KASIGLUK,BETHEL,PU,PU,Z09,50405.5*A,60-52-24.0000N,162-31-27.5000W
AK,KASILOF,KENAI-COOK INLET,PU,PU,AK5,50406.2*C,60-15-20.0000N,151-18-11.0000W
AK,KASILOF,KENAI-COOK INLET,PU,PU,5KS,50406.*A,60-21-11.9130N,151-15-45.9770W
AK,KASITSNA BAY,KENAI-COOK INLET,PU,PU,5Z7,50406.4*A,59-28-07.7770N,151-34-23.5840W
AK,KATMAI NATIONAL PARK,BRISTOL BAY,PU,PU,5Z9,50407.3*C,58-33-17.4350N,155-46-38.5950W
AK,KENAI,KENAI-COOK INLET,PR,PR,6AK3,50410.19*A,60-43-45.9860N,151-16-41.0460W
AK,KENAI,KENAI PENINSULA,PR,PR,8AK2,50410.12*A,60-42-09.0000N,151-17-39.0000W
AK,KENAI,KENAI PENINSULA,PR,PR,30AK,50410.16*A,60-30-09.9300N,151-15-36.0100W
AK,KENAI,KENAI-COOK INLET,PR,PR,3AK5,50410.11*A,60-35-19.9230N,152-09-43.1180W
AK,KENAI,KENAI PENINSULA,PR,PR,75AK,50410.22*A,60-35-35.0400N,151-19-40.6400W
AK,KENAI,KENAI PENINSULA,PU,PU,2R3,50410.13*C,60-42-15.9700N,151-18-41.0500W
AK,KENAI,ALEUTIAN ISLANDS,PR,PR,03AK,50410.21*C,60-43-38.0000N,151-07-58.0000W
AK,KENAI,KENAI-COOK INLET,PR,PR,3AK4,50410.17*A,60-37-56.9600N,151-20-24.0480W
AK,KENAI,KENAI-COOK INLET,PU,PU,ENA,50410.*A,60-34-23.9044N,151-14-41.2000W
AK,KETCHIKAN,KETCHIKAN GATEWAY,PR,PR,17AK,50412.01*H,55-22-58.7430N,131-44-06.0660W
AK,KETCHIKAN,KETCHIKAN GATEWAY,PR,PU,5KE,50412.04*C,55-20-40.0700N,131-39-48.3800W
AK,KETCHIKAN,KETCHIKAN GATEWAY,PU,PU,KTN,50412.03*A,55-21-14.7000N,131-42-40.4000W
AK,KETCHIKAN,KETCHIKAN GATEWAY,PU,PU,8K9,50412.1*C,55-23-22.7410N,131-44-17.0670W
AK,KETCHIKAN,KETCHIKAN GATEWAY,PU,PU,9C0,50412.*C,55-23-04.7420N,131-44-18.0680W
AK,KIANA,KOBUK,PU,PU,IAN,50412.9*A,66-58-33.4000N,160-26-11.5000W
AK,KING COVE,ALEUTIANS EAST,PU,PU,KVC,50414.1*A,55-06-58.8500N,162-15-58.4900W
AK,KING SALMON,BRISTOL BAY,PU,PU,AKN,50416.*A,58-40-35.3765N,156-38-55.2876W
AK,KIPNUK,BETHEL,PU,PU,IIK,50416.31*A,59-55-53.9350N,164-01-42.2100W
AK,KITOI BAY,KODIAK ISLAND,PU,PU,KKB,50416.6*C,58-11-27.4060N,152-22-13.7550W
AK,KIVALINA,NORTHWEST ARCTIC,PU,PU,KVL,50417.*A,67-44-10.1000N,164-33-48.6000W
AK,KLAWOCK,PRINCE OF WALES,PU,PU,AQC,50420.*C,55-33-16.7670N,133-06-06.0940W
AK,KLAWOCK,PRINCE OF WALES,PU,PU,AKW,50420.01*A,55-34-45.2400N,133-04-33.5900W
AK,KOBUK,KOBUK,PU,PU,OBU,50422.1*A,66-54-44.4000N,156-53-50.4000W
AK,KODIAK,KODIAK ISLAND,PU,PU,ADQ,50425.*A,57-44-59.8642N,152-29-37.7530W
AK,KODIAK,KODIAK ISLAND,PU,PU,9Z3,50424.*C,57-48-09.3020N,152-22-57.8340W
AK,KODIAK,KODIAK ISLAND,PU,PU,KDK,50423.*A,57-48-21.3030N,152-22-25.8290W
AK,KODIAK,KODIAK ISLAND,PU,PU,T44,50425.1*C,57-46-51.0000N,152-23-29.0000W
AK,KOGGIUNG,BRISTOL BAY,PR,PU,5KO,50425.6*A,58-52-12.3780N,157-00-37.7350W
AK,KOKHANOK,LAKE AND PENINSULA,PU,PU,9K2,50426.25*A,59-25-59.8300N,154-48-09.3300W
AK,KOLIGANEK,BRISTOL BAY,PU,PU,JZZ,50426.4*A,59-43-35.9110N,157-15-34.1000W
AK,KONGIGANAK,BETHEL,PU,PU,DUY,50426.6*A,59-57-41.8710N,162-52-50.1380W
AK,KOTLIK,WADE HAMPTON,PU,PU,2A9,50427.61*A,63-01-50.1000N,163-31-57.5000W
AK,KOTZEBUE,KOBUK,PU,PU,OTZ,50429.*A,66-53-04.9000N,162-35-54.6000W
AK,KOYUK,NOME,PU,PU,KKA,50433.2*A,64-56-22.1620N,161-09-15.3560W
AK,KOYUKUK,YUKON-KOYUKUK,PU,PU,KYU,50436.*A,64-52-32.9000N,157-43-49.6000W
AK,KULIK LAKE,BRISTOL BAY,PU,PU,LKK,50437.*A,58-57-54.0180N,155-05-44.2050W
AK,KUPARUK,NORTH SLOPE,PR,PR,AA38,50437.53*H,70-28-56.9300N,149-51-11.6400W
AK,KUPARUK,BARROW,PR,PR,27AK,50437.52*H,70-20-34.9500N,149-35-20.6300W
AK,KUPARUK,NORTH SLOPE,PR,PR,AA51,50437.54*H,70-33-22.5000N,149-54-37.9000W
AK,KUPARUK,ANGOON,PR,PR,UBW,50437.51*A,70-19-50.4000N,149-35-53.0000W
AK,KVICHAK,BRISTOL BAY,PR,PU,9Z7,50438.25*A,58-57-45.3850N,156-55-55.7510W
AK,KWETHLUK,BETHEL,PU,PU,KWT,50438.5*A,60-47-25.2000N,161-26-37.3000W
AK,KWIGILLINGOK,BETHEL,PU,PU,GGV,50438.61*A,59-52-32.1050N,163-10-04.9350W
AK,LAKE LOUISE,VALDEZ-CHITNA-WHITIE,PU,PU,Z55,50439.*A,62-17-26.8400N,146-34-34.7700W
AK,LAKE LOUISE,VALDEZ-CHITNA-WHITIE,PR,PU,13S,50439.1*C,62-16-58.2790N,146-31-07.9210W
AK,LARSEN BAY,ALEUTIAN ISLANDS,PU,PU,2A3,50439.71*A,57-32-06.3000N,153-58-36.0000W
AK,LAWING,KENAI-COOK INLET,PU,PU,9Z9,50447.*A,60-24-39.9470N,149-22-12.7060W
AK,LAZY BAY,KODIAK ISLAND,PR,PU,ALZ,50448.*C,56-53-58.1540N,154-14-52.2480W
AK,LEVELOCK,BRISTOL BAY,PU,PU,9Z8,50449.01*A,59-07-37.5000N,156-51-35.6000W
AK,LIME VILLAGE,KUSKOKWIM,PU,PU,2AK,50449.5*A,61-21-32.8700N,155-26-25.3900W
AK,LIVENGOOD,YUKON-KOYUKUK,PU,PU,4AK,50451.*A,65-28-12.3900N,148-39-16.7100W
AK,LONELY,BARROW,MA,PR,AK71,50453.*A,70-54-38.6830N,153-14-31.9740W
AK,LONG LAKE,VALDEZ-CHITNA-WHITIE,PR,PR,4AK3,50454.5*A,61-22-40.3770N,143-19-33.4500W
AK,LORING,KETCHIKAN GATEWAY,PU,PU,13Z,50455.6*C,55-36-04.7010N,131-38-12.0590W
AK,MANKOMEN LAKE,VALDEZ-CHITNA-WHITIE,PR,PR,4AK5,50474.*A,62-59-23.5760N,144-28-47.9960W
AK,MANLEY HOT SPRINGS,YUKON-KOYUKUK,PU,PU,MLY,50475.*A,64-59-16.6226N,150-38-51.2542W
AK,MANOKOTAK,BRISTOL BAY,PU,PU,MBA,50476.*A,58-55-55.4000N,158-54-06.8000W
AK,MARSHALL,WADE HAMPTON,PU,PU,MDM,50480.01*A,61-51-51.0000N,162-01-34.0000W
AK,MAY CREEK,CORDOVA-MCCARTHY,PU,PU,MYK,50482.*A,61-20-08.4270N,142-41-12.3900W
AK,MAY CREEK,VALDEZ-CORDOVA,PR,PR,0AK5,50482.01*A,61-21-23.4500N,142-44-00.4000W
AK,MCCARTHY,CORDOVA-MCCARTHY,PU,PU,AK0,50465.*A,61-13-07.3980N,142-53-23.3710W
AK,MCCARTHY,CORDOVA-MCCARTHY,PU,PU,15Z,50464.01*A,61-26-13.4190N,142-54-13.4540W
AK,MCCARTHY,CORDOVA-MCCARTHY,PR,PR,AK31,50464.1*A,61-24-40.4080N,143-00-04.4460W
AK,MCGRATH,KUSKOKWIM,PR,PR,56AK,50466.8*A,62-32-43.4000N,154-00-07.6000W
AK,MCGRATH,KUSKOKWIM,PU,PU,MCG,50467.*A,62-57-10.0200N,155-36-25.3600W
AK,MCGRATH,KUSKOKWIM,PU,PU,16Z,50467.1*C,62-57-28.7460N,155-35-35.4450W
AK,MCGRATH,KUSKOKWIM,PR,PR,AK40,50467.01*A,63-13-45.0500N,154-45-37.2100W
AK,MCKINLEY PARK,YUKON-KOYUKUK,PR,PR,AK06,50470.1*A,63-38-42.3580N,148-47-53.2700W
AK,MCKINLEY PARK,YUKON-KOYUKUK,PU,PU,INR,50470.*A,63-43-57.3540N,148-54-38.2980W
AK,MEADOW LAKES,MATANUSKA-SUSITNA,PR,PR,24AK,50485.*A,61-36-56.7000N,149-42-24.9500W
AK,MEKORYUK,BETHEL,PU,PU,MYU,50488.5*A,60-22-17.1120N,166-16-14.1900W
AK,METLAKATLA,KETCHIKAN GATEWAY,PU,PU,MTM,50489.*C,55-07-51.7630N,131-34-41.0430W
AK,MEYERS CHUCK,KETCHIKAN GATEWAY,PU,PU,84K,50490.*C,55-44-22.6900N,132-15-18.0660W
AK,MIDDLETON ISLAND,CORDOVA-MCCARTHY,PU,PU,MDO,50492.*A,59-26-59.7970N,146-18-26.0660W
AK,MINCHUMINA,YUKON-KOYUKUK,PU,PU,MHM,50497.*A,63-53-09.5000N,152-18-06.6000W
AK,MINTO,YUKON-KOYUKUK,PU,PU,51Z,50498.1*A,65-08-53.4000N,149-22-06.9000W
AK,MONTANA CREEK,MATANUSKA-SUSITNA,PR,PR,0AK3,50498.8*A,62-02-09.1190N,150-29-38.1010W
AK,MOORE CREEK,KUSKOKWIM,PR,PR,99AK,50499.*A,62-35-56.5540N,157-09-06.5010W
AK,MOOSE PASS,SEWARD,PR,PU,52Z,50500.07*C,60-38-27.8920N,149-29-49.6840W
AK,MOSER BAY,KODIAK ISLAND,PR,PU,KMY,50500.7*C,57-01-32.1080N,154-08-45.3070W
AK,MOUNTAIN VILLAGE,WADE HAMPTON,PU,PU,MOU,50502.*A,62-05-41.2000N,163-40-58.3000W
AK,NABESNA,VALDEZ-CHITNA-WHITIE,PR,PR,IBN,50515.1*A,62-24-06.6460N,142-59-43.6850W
AK,NAKEEN,BRISTOL BAY,PR,PU,76Z,50516.7*A,58-55-39.3780N,157-02-49.7480W
AK,NAKNEK,BRISTOL BAY,PU,PU,5NK,50517.4*A,58-43-58.3700N,157-01-11.7110W
AK,NAKNEK,BRISTOL BAY,PR,PR,4AK9,50517.5*A,58-44-03.3710N,157-00-25.7110W
AK,NANCY LAKE,MATANUSKA-SUSITNA,PU,PU,78Z,50519.5*C,61-42-11.9500N,150-00-25.7000W
AK,NANWALEK,ANCHORAGE,PR,PR,AK07,50519.81*A,59-14-27.5970N,151-52-37.6150W
AK,NANWALEK,KENAI-COOK INLET,PU,PU,KEB,50519.8*A,59-21-07.7340N,151-55-30.5610W
AK,NAPAIMUTE,KUSKOKWIM,PR,PR,4AK8,50519.9*A,61-32-10.7300N,158-44-20.2700W
AK,NAPAKIAK,BETHEL,PU,PU,WNA,50520.01*A,60-41-25.2000N,161-58-42.6000W
AK,NAPASKIAK,BETHEL,PU,PU,PKA,50520.18*A,60-42-10.5000N,161-46-41.9000W
AK,NELSON LAGOON,ALEUTIANS EAST,PU,PU,OUL,50523.35*A,56-00-27.1300N,161-09-37.3220W
AK,NENANA,YUKON-KOYUKUK,PU,PU,ENN,50524.*A,64-32-50.3851N,149-04-26.3107W
AK,NEW STUYAHOK,BRISTOL BAY,PU,PU,KNW,50528.7*A,59-27-05.5350N,157-22-23.3900W
AK,NEWTOK,BETHEL,PU,PU,EWU,50529.*A,60-56-20.9000N,164-38-28.5000W
AK,NEWTOK,BETHEL,PU,PU,WWT,50529.01*C,60-55-25.1550N,164-39-22.3700W
AK,NIGHTMUTE,BETHEL,PU,PU,IGT,50529.75*A,60-28-09.0150N,164-42-14.5350W
AK,NIKISHKA,KENAI-COOK INLET,PR,PR,AK73,50529.81*A,60-43-30.9850N,151-18-08.0500W
AK,NIKISKI,KENAI PENINSULA,PR,PR,1AK5,50529.78*H,60-44-23.0000N,151-18-30.0000W
AK,NIKOLAI,KUSKOKWIM,PU,PU,FSP,50529.9*A,63-01-06.8150N,154-21-30.3650W
AK,NIKOLSKI,ALEUTIAN ISLANDS,PR,PR,IKO,50530.*A,52-56-29.6000N,168-50-56.5000W
AK,NINILCHIK,KENAI-COOK INLET,PU,PU,NIN,50533.*A,60-01-12.8430N,151-35-21.9070W
AK,NOATAK,KOBUK,PU,PU,WTK,50536.1*A,67-33-40.2000N,162-58-49.5000W
AK,NOME,NOME,PU,PU,OME,50540.*A,64-30-43.9000N,165-26-43.0000W
AK,NOME,NOME,PU,PU,94Z,50538.*A,64-30-41.1202N,165-23-24.8288W
AK,NONDALTON,BRISTOL BAY,PU,PU,5NN,50540.1*A,59-58-48.8290N,154-50-21.0290W
AK,NOORVIK,NORTHWEST ARCTIC,PU,PU,D76,50541.*A,66-49-03.1000N,161-01-20.1000W
AK,NORTH POLE,FAIRBANKS NORTH STAR,PR,PR,5AK3,50543.74*A,64-46-23.4740N,147-20-01.6880W
AK,NORTH POLE,FAIRBANKS NORTH STAR,PR,PU,95Z,50543.71*A,64-45-33.2000N,147-23-15.5000W
AK,NORTH POLE,FAIRBANKS NORTH STAR,PR,PR,AK41,50543.75*A,64-32-38.0000N,146-50-39.0000W
AK,NORTH POLE,FAIRBANKS NORTH STAR,PR,PR,5AK2,50543.72*A,64-43-50.4720N,147-20-51.6720W
AK,NORTH POLE,FAIRBANKS NORTH STAR,PR,PR,78AA,50543.77*A,64-46-18.3400N,147-14-48.0900W
AK,NORTH POLE,FAIRBANKS NORTH STAR,PR,PR,0AK0,50543.7*A,64-23-33.0000N,146-51-43.5000W
AK,NORTH POLE,FAIRBANKS NORTH STAR,PR,PR,AA76,50543.76*A,64-46-10.0000N,147-19-46.0000W
AK,NORTH WHALE PASS,PRINCE OF WALES,PU,PU,96Z,50544.4*C,56-06-58.7180N,133-07-18.1750W
AK,NORTHWAY,FAIRBANKS NORTH STAR,PU,PU,ORT,50544.*A,62-57-40.2000N,141-55-41.1000W
AK,NUGGET BENCH,MATANUSKA-SUSITNA,PR,PR,33AK,50548.*A,62-31-02.1220N,150-56-43.2300W
AK,NUIQSUT,NORTH SLOPE,PR,PR,AK20,50548.82*A,70-25-14.2400N,150-53-12.0000W
AK,NUIQSUT,NORTH SLOPE,PU,PU,AQT,50548.8*A,70-12-35.4000N,151-00-23.3000W
AK,NUIQSUT,NORTH SLOPE,PR,PR,AK32,50548.81*H,70-29-43.5200N,150-15-12.4800W
AK,NUIQSUT,NORTH SLOPE,PR,PR,AA27,50548.83*H,70-24-50.7600N,150-01-06.9300W
AK,NULATO,YUKON-KOYUKUK,PU,PU,NUL,50550.*A,64-43-45.5190N,158-04-27.1990W
AK,NUNAPITCHUK,BETHEL,PU,PU,16A,50552.1*A,60-54-21.6000N,162-26-26.1000W
AK,NYAC,BETHEL,PR,PR,ZNC,50555.*A,60-58-50.3590N,159-59-37.2660W
AK,OLD HARBOR,KODIAK ISLAND,PU,PU,6R7,50558.1*A,57-13-06.5000N,153-16-09.3000W
AK,OLGA BAY,KODIAK ISLAND,PR,PU,KOY,50559.*C,57-09-41.2290N,154-13-47.2560W
AK,OPHIR,KUSKOKWIM,PU,PU,Z17,50575.*A,63-08-45.7350N,156-31-47.5140W
AK,OUZINKIE,KODIAK ISLAND,PU,PU,4K5,50580.1*A,57-56-32.0000N,152-27-54.0000W
AK,PALMER,MATANUSKA-SUSITNA,PR,PR,AK46,50584.11*A,61-37-43.7900N,149-02-35.4800W
AK,PALMER,MATANUSKA-SUSITNA,PR,PR,3AK6,50585.13*A,61-35-34.6200N,149-16-08.1800W
AK,PALMER,MATANUSKA-SUSITNA,PR,PU,AK1,50585.14*A,61-31-49.1350N,149-01-03.4900W
AK,PALMER,MATANUSKA-SUSITNA,PR,PR,34AK,50584.22*A,61-37-30.1400N,149-17-18.8900W
AK,PALMER,MATANUSKA-SUSITNA,PR,PR,5AK6,50584.2*A,61-33-25.2400N,149-16-05.8400W
AK,PALMER,ANCHORAGE,PR,PR,AK53,50584.13*A,61-34-56.3200N,148-59-49.1300W
AK,PALMER,MATANUSKA-SUSITNA,PR,PR,AK88,50584.43*A,61-36-16.9100N,149-02-24.6800W
AK,PALMER,MATANUSKA-SUSITNA,PU,PU,99Z,50585.12*C,61-36-33.2500N,149-15-48.7500W
AK,PALMER,MATANUSKA-SUSITNA,PR,PR,14AK,50584.4*A,61-36-08.8800N,149-14-52.8000W
AK,PALMER,MATANUSKA-SUSITNA,PR,PR,39AK,50584.23*A,61-35-09.7000N,149-14-09.5300W
AK,PALMER,MATANUSKA-SUSITNA,PU,PU,2D3,50584.41*C,61-37-39.7900N,149-14-20.6500W
AK,PALMER,MATANUSKA-SUSITNA,PR,PR,5AK9,50585.15*A,61-32-54.6700N,149-11-25.1200W
AK,PALMER,MATANUSKA-SUSITNA,PR,PR,AK93,50584.24*A,61-39-18.6500N,149-16-24.5600W
AK,PALMER,MATANUSKA-SUSITNA,PR,PR,97AK,50584.44*A,61-39-50.4000N,149-15-12.9600W
AK,PALMER,MATANUSKA-SUSITNA,PR,PR,AK66,50584.16*A,61-27-27.4800N,148-47-43.2900W
AK,PALMER,MATANUSKA-SUSITNA,PR,PR,AK92,50584.45*A,61-38-16.8400N,149-01-44.0800W
AK,PALMER,MATANUSKA-SUSITNA,PR,PR,92AK,50585.19*H,61-33-46.3200N,149-15-32.9300W
AK,PALMER,MATANUSKA-SUSITNA,PR,PR,3AK2,50584.1*A,61-37-39.0000N,149-17-12.2300W
AK,PALMER,MATANUSKA-SUSITNA,PU,PU,PAQ,50584.*A,61-35-41.6890N,149-05-19.3610W
AK,PALMER,MATANUSKA-SUSITNA,PR,PR,AK63,50584.15*A,61-35-19.0000N,149-08-33.0000W
AK,PALMER,MATANUSKA-SUSITNA,PR,PR,AA05,50584.17*A,61-30-28.1200N,149-04-42.5300W
AK,PALMER,MATANUSKA-SUSITNA,PR,PR,AK50,50585.*A,61-33-16.4500N,149-08-40.0000W
AK,PALMER,MATANUSKA-SUSITNA,PR,PR,9AK1,50584.42*C,61-37-51.1300N,149-13-54.4400W
AK,PALMER,MATANUSKA-SUSITNA,PR,PR,7AK9,50585.17*A,61-38-48.5900N,149-02-54.7400W
AK,PALMER,MATANUSKA-SUSITNA,PR,PR,AA85,50585.11*C,61-36-59.1100N,149-13-15.7100W
AK,PALMER,MATANUSKA-SUSITNA,PR,PR,05AK,50584.14*A,61-40-07.1800N,149-11-14.6000W
AK,PALMER,MATANUSKA-SUSITNA,PR,PR,4AK6,50584.21*A,61-38-27.4900N,149-17-19.5000W
AK,PAXSON,VALDEZ-CHITNA-WHITIE,PR,PU,PXK,50587.*A,63-01-28.4880N,145-30-01.9830W
AK,PEDRO BAY,BRISTOL BAY,PU,PU,4K0,50587.7*A,59-47-49.0000N,154-07-47.9000W
AK,PELICAN,SKAGWAY-YAKUTAT,PU,PU,PEC,50588.1*C,57-57-18.6200N,136-14-10.5840W
AK,PERRY ISLAND,VALDEZ-CHITNA-WHITIE,PR,PU,PYL,50588.3*C,60-41-07.0330N,147-55-07.4500W
AK,PERRYVILLE,LAKE AND PENINSULA,PU,PU,PEV,50588.61*A,55-54-24.2050N,159-09-38.9850W
AK,PETERSBURG,WRANGELL-PETERSBURG,PU,PU,63A,50590.*C,56-48-40.7510N,132-57-36.2040W
AK,PETERSBURG,WRANGELL-PETERSBURG,PU,PU,PSG,50590.2*A,56-48-05.3000N,132-56-46.4000W
AK,PILOT POINT,ALEUTIAN ISLANDS,PU,PU,PNP,50593.*A,57-34-49.3700N,157-34-19.0450W
AK,PILOT POINT,BRISTOL BAY,PU,PU,UGB,50594.51*A,57-25-31.2890N,157-44-23.5160W
